total_sim_hits,matched_sim_hits,total_rec_hits,matched_rec_hits,sim_match_fraction,rec_match_fraction
68,64,529,88,0.9411764705882353,0.166351606805293
60,45,646,75,0.75,0.11609907120743033
81,72,589,80,0.8888888888888888,0.13582342954159593
28,25,461,20,0.8928571428571429,0.04338394793926247
21,19,287,13,0.9047619047619048,0.04529616724738676
72,46,862,41,0.6388888888888888,0.04756380510440835
52,43,914,56,0.8269230769230769,0.061269146608315096
31,27,513,44,0.8709677419354839,0.08576998050682261
56,54,648,72,0.9642857142857143,0.1111111111111111
64,57,919,78,0.890625,0.08487486398258977
9,7,504,1,0.7777777777777778,0.001984126984126984
61,47,417,20,0.7704918032786885,0.047961630695443645
98,84,500,55,0.8571428571428571,0.11
105,95,1039,106,0.9047619047619048,0.10202117420596728
32,31,657,46,0.96875,0.0700152207001522
14,13,786,6,0.9285714285714286,0.007633587786259542
53,50,874,62,0.9433962264150944,0.07093821510297482
56,51,734,69,0.9107142857142857,0.09400544959128065
17,16,1052,24,0.9411764705882353,0.022813688212927757
65,60,1277,80,0.9230769230769231,0.06264682850430697
84,80,780,100,0.9523809523809523,0.1282051282051282
10,6,606,1,0.6,0.0016501650165016502
29,27,537,36,0.9310344827586207,0.0670391061452514
20,19,1069,18,0.95,0.01683816651075772
61,57,905,76,0.9344262295081968,0.08397790055248619
15,8,821,5,0.5333333333333333,0.0060901339829476245
43,40,1223,70,0.9302325581395349,0.05723630417007359
28,25,1001,52,0.8928571428571429,0.05194805194805195
35,25,845,18,0.7142857142857143,0.021301775147928994
